epoch,IoU,auc,binaryCE,dice_coef,dice_loss,loss,pr_auc,precision,recall,val_IoU,val_auc,val_binaryCE,val_dice_coef,val_dice_loss,val_loss,val_pr_auc,val_precision,val_recall,val_weighted_bce,weighted_bce
0,0.2884669005870819,0.9708526134490967,0.14392724633216858,0.38484278321266174,0.6151576042175293,0.5372313857078552,0.47590500116348267,0.29951250553131104,0.8774078488349915,0.31402716040611267,0.9741200804710388,0.073750801384449,0.39664971828460693,0.6033504605293274,0.5240392088890076,0.5819188952445984,0.5691350102424622,0.8267999291419983,0.28610461950302124,0.30345675349235535
1,0.3802123963832855,0.9845017790794373,0.07553620636463165,0.47920656204223633,0.5207932591438293,0.4552946388721466,0.6049234867095947,0.5768657326698303,0.8784129023551941,0.35658732056617737,0.9835062026977539,0.0490005798637867,0.43872058391571045,0.561279296875,0.5063002109527588,0.660908043384552,0.6918756365776062,0.8027395606040955,0.3413633406162262,0.2587944269180298
2,0.4063870906829834,0.9866364598274231,0.06385765969753265,0.5031202435493469,0.4968796670436859,0.4344310760498047,0.6485055685043335,0.6293080449104309,0.8834638595581055,0.3599596917629242,0.9919273257255554,0.052695538848638535,0.4418671131134033,0.5581333041191101,0.47893640398979187,0.6759365797042847,0.6359023451805115,0.9040756225585938,0.24134688079357147,0.24708376824855804
3,0.426072359085083,0.9876044988632202,0.05922701954841614,0.5208674669265747,0.4791327714920044,0.42001140117645264,0.6668122410774231,0.6523712277412415,0.8868310451507568,0.3458757996559143,0.992372453212738,0.06782270222902298,0.42932578921318054,0.5706743001937866,0.4624497592449188,0.6259076595306396,0.5543792247772217,0.946325421333313,0.13777825236320496,0.24264630675315857
4,0.44184163212776184,0.9893019795417786,0.052124638110399246,0.535857081413269,0.4641428291797638,0.4053357243537903,0.6953364014625549,0.6796466708183289,0.8926884531974792,0.3382892906665802,0.9905173778533936,0.11043681204319,0.4238320589065552,0.5761679410934448,0.4707818329334259,0.5512440204620361,0.5092083811759949,0.9599065780639648,0.15462374687194824,0.22891373932361603
5,0.46807771921157837,0.9887078404426575,0.049039166420698166,0.5613222718238831,0.4386773407459259,0.38408589363098145,0.7123132944107056,0.7064483761787415,0.8975760340690613,0.3736971914768219,0.9918793439865112,0.05725157633423805,0.45604953169822693,0.5439503192901611,0.45238855481147766,0.6572170853614807,0.6141045689582825,0.9209160208702087,0.17770294845104218,0.22030964493751526
6,0.46945884823799133,0.9898183345794678,0.04712708666920662,0.5611066818237305,0.438893586397171,0.3817535638809204,0.718733549118042,0.711452066898346,0.9023926258087158,0.40728759765625,0.993001401424408,0.051028817892074585,0.48923271894454956,0.5107672214508057,0.42625829577445984,0.7079618573188782,0.6824798583984375,0.9372885823249817,0.17273114621639252,0.21033309400081635
7,0.4822615683078766,0.9906654357910156,0.04461146518588066,0.5730800032615662,0.42691999673843384,0.3711022138595581,0.7315360307693481,0.7249658107757568,0.906009316444397,0.3957000970840454,0.9936397671699524,0.0490373931825161,0.4794255495071411,0.5205745100975037,0.42656853795051575,0.7074446678161621,0.6729132533073425,0.9350927472114563,0.14454925060272217,0.2036483734846115
8,0.49204686284065247,0.9908860325813293,0.04115873947739601,0.5818316340446472,0.41816824674606323,0.3637990951538086,0.7488589286804199,0.744957447052002,0.9074314832687378,0.4298112094402313,0.9903815388679504,0.03843596577644348,0.5106887817382812,0.489311158657074,0.4116172194480896,0.7467606067657471,0.7305099368095398,0.9184707999229431,0.17853431403636932,0.20069019496440887
9,0.5004000067710876,0.9911782741546631,0.040277063846588135,0.5897318124771118,0.4102674722671509,0.35640376806259155,0.7540526986122131,0.7503037452697754,0.9117158055305481,0.43554145097732544,0.9899755120277405,0.03490244969725609,0.5156263113021851,0.4843737483024597,0.4209492802619934,0.7655612230300903,0.7765498757362366,0.8900969624519348,0.23067602515220642,0.19481509923934937
