epoch,IoU,auc,binaryCE,dice_coef,dice_loss,loss,pr_auc,precision,recall,val_IoU,val_auc,val_binaryCE,val_dice_coef,val_dice_loss,val_loss,val_pr_auc,val_precision,val_recall,val_weighted_bce,weighted_bce
0,0.23592205345630646,0.9555289149284363,0.18028013408184052,0.32992058992385864,0.6700785756111145,0.5866008400917053,0.3884032964706421,0.26058560609817505,0.8545510768890381,0.26529908180236816,0.9792245626449585,0.11324352771043777,0.34227535128593445,0.6577245593070984,0.5845561027526855,0.4797932505607605,0.4409651756286621,0.8748206496238708,0.3661716878414154,0.3361656963825226
1,0.33093416690826416,0.9768146276473999,0.0901833325624466,0.4333224594593048,0.5666773319244385,0.495665580034256,0.5334757566452026,0.49198490381240845,0.8435171246528625,0.2900068163871765,0.9868084788322449,0.069060318171978,0.37156543135643005,0.6284344792366028,0.5262247323989868,0.6501897573471069,0.5912479162216187,0.8714713454246521,0.22114233672618866,0.2826305329799652
2,0.3693152070045471,0.982353150844574,0.07302619516849518,0.4684370160102844,0.5315629839897156,0.4648006856441498,0.6000823378562927,0.5684974789619446,0.8611447215080261,0.32980823516845703,0.9878351092338562,0.050935178995132446,0.4089854657649994,0.5910146236419678,0.5175575017929077,0.7091389298439026,0.7019473910331726,0.8453706502914429,0.29876628518104553,0.26451465487480164
3,0.3851161003112793,0.9818048477172852,0.0681624487042427,0.48723703622817993,0.5127630829811096,0.4519768953323364,0.619586706161499,0.600627601146698,0.8585193157196045,0.33271893858909607,0.9851851463317871,0.07798570394515991,0.41332149505615234,0.586678683757782,0.5132153630256653,0.6379715204238892,0.6153097748756409,0.912284255027771,0.2944425642490387,0.26962020993232727
4,0.40717655420303345,0.9840084910392761,0.06281717866659164,0.5071013569831848,0.4928986430168152,0.4318857192993164,0.6441697478294373,0.6295604705810547,0.8667904138565063,0.3359663784503937,0.9824179410934448,0.07656476646661758,0.41470903158187866,0.585290789604187,0.5130826830863953,0.62842857837677,0.6206064820289612,0.8831185102462769,0.2980658710002899,0.2488476186990738
5,0.4148269295692444,0.9834073185920715,0.05985748767852783,0.5131800174713135,0.4868198037147522,0.42781755328178406,0.6600106358528137,0.6490858197212219,0.8706254363059998,0.3459697365760803,0.9784237742424011,0.04649157077074051,0.4279177784919739,0.5720823407173157,0.5114821195602417,0.7122288942337036,0.74144047498703,0.806560754776001,0.33130910992622375,0.2508107125759125
6,0.42060789465904236,0.9842404127120972,0.05955789238214493,0.5198180675506592,0.48018205165863037,0.42370760440826416,0.6547675132751465,0.6407763361930847,0.8735723495483398,0.3586583733558655,0.9924603700637817,0.05252433940768242,0.440400093793869,0.5595998167991638,0.4745889902114868,0.7214698791503906,0.7053137421607971,0.8988524675369263,0.22143685817718506,0.25428375601768494
7,0.4499320685863495,0.9849701523780823,0.050035782158374786,0.5444987416267395,0.4555012285709381,0.39765360951423645,0.7057381868362427,0.7022320032119751,0.8807891607284546,0.3697938323020935,0.9842302799224854,0.05052930489182472,0.44988277554512024,0.5501173138618469,0.48650461435317993,0.7138698697090149,0.7293879985809326,0.8645228147506714,0.29745545983314514,0.22411073744297028
8,0.4493730366230011,0.9857310652732849,0.050916824489831924,0.5456708073616028,0.4543292224407196,0.4007801115512848,0.6996860504150391,0.6987332701683044,0.8784092664718628,0.3405075967311859,0.9887188673019409,0.07981282472610474,0.4198184609413147,0.5801815986633301,0.48569008708000183,0.6233438849449158,0.5899884104728699,0.9295396208763123,0.20402103662490845,0.24013331532478333
9,0.4661039412021637,0.9861675500869751,0.047074075788259506,0.560882031917572,0.4391182065010071,0.3819904625415802,0.7176359295845032,0.7174063920974731,0.8878641724586487,0.3980550169944763,0.986015260219574,0.04282529279589653,0.474837064743042,0.5251629948616028,0.4755082130432129,0.7528420686721802,0.7955551743507385,0.8504059314727783,0.32840636372566223,0.21060828864574432
10,0.46337440609931946,0.9875941872596741,0.046124182641506195,0.5570251941680908,0.442975252866745,0.38498878479003906,0.7244007587432861,0.7236596345901489,0.8873745799064636,0.4003109931945801,0.9834957122802734,0.046450696885585785,0.47699666023254395,0.5230033993721008,0.47320711612701416,0.7377970218658447,0.7746182084083557,0.8542713522911072,0.3256889879703522,0.21102964878082275
11,0.479154109954834,0.9876613616943359,0.04315856099128723,0.5704633593559265,0.42953699827194214,0.37348324060440063,0.740310788154602,0.7409936785697937,0.8921080231666565,0.3848443031311035,0.9887263178825378,0.046073947101831436,0.4657810926437378,0.5342187881469727,0.4567424952983856,0.7317234873771667,0.7330574989318848,0.8834370970726013,0.22630083560943604,0.20532219111919403
12,0.4915294349193573,0.9883160591125488,0.04246984422206879,0.5831195116043091,0.41688063740730286,0.3625156283378601,0.7456420063972473,0.7494194507598877,0.8963807821273804,0.40755853056907654,0.9804219007492065,0.047160565853118896,0.4822140336036682,0.517785906791687,0.46949177980422974,0.7514844536781311,0.7870686054229736,0.8751228451728821,0.32650893926620483,0.19942103326320648
